postcode,lat,lng,city,state
6148,-32.030183,115.924691,Shelley,WA
6151,-31.982199,115.869482,South Perth,WA
6153,-32.024363,115.837525,Applecross,WA
6154,-32.040061,115.825994,Booragoon,WA
6156,-32.03954,115.800233,Melville,WA
6159,-32.035224,115.750311,North Fremantle,WA
6163,-32.084784,115.798722,Bibra Lake Dc,WA
6163,-32.092963,115.837476,O’Connor,WA
6164,-32.131993,115.854584,Banjup,WA
6164,-32.12303469,115.8928346,Treeby,WA
6166,-32.158361,115.790704,Munster,WA
6167,-32.223657,115.835308,Kwinana Town Centre,WA
6167,-32.223657,115.835308,Wandi,WA
6168,-32.281957,115.75773,Rockingham Beach,WA
6170,-32.265645,115.835972,Wellard,WA
6180,-32.557981,115.728286,Lakelands,WA
6207,-32.514294,115.959595,Solus,WA
6208,-32.630616,115.847592,Oakley,WA
6209,-32.557981,115.728286,Furnissdale,WA
6210,-32.557981,115.728286,Erskine,WA
6210,-32.557981,115.728286,Madora Bay,WA
6210,-32.557981,115.728286,San Remo,WA
6211,-32.557981,115.728286,Herron,WA
6213,-32.702065,116.128249,Teesdale,WA
6215,-32.853807,115.896715,Preston Beach,WA
6220,-33.031221,116.029777,Myalup,WA
6224,-33.245138,115.846788,Brunswick,WA
6225,-33.35257,116.204886,Harris River,WA
6225,-33.35257,116.204886,Palmer,WA
6228,-33.338057,115.776497,Waterloo,WA
6230,-33.341076,115.649205,Davenport,WA
6230,-33.341076,115.649205,Vittoria,WA
6233,-33.279034,115.71443,Leschenault,WA
6236,-33.410436,115.828921,Henty,WA
6237,-33.475994,115.674056,North Boyanup,WA
6239,-33.564872,115.923933,Donnybrook,WA
6240,-33.549593,115.966143,Lowden,WA
6244,-33.783171,116.506912,Mayanup,WA
6252,-33.748279,115.956731,Mullalyup,WA
6255,-33.971605,116.155378,Bridgetown,WA
6256,-34.052334,116.166583,Kingston,WA
6258,-34.312823,116.402179,Deanmill,WA
6258,-34.312823,116.402179,Lake Muir,WA
6258,-34.312823,116.402179,Perup,WA
6258,-34.312823,116.402179,Yanmah,WA
6260,-34.438738,115.860627,Eastbrook,WA
6262,-34.706106,116.141244,Meerup,WA
6271,-33.621176,115.615674,Peppermint Grove Beach,WA
6275,-34.055304,115.626518,Jalbarragup,WA
6280,-33.728945,115.302732,Acton Park,WA
6280,-33.728945,115.302732,Carbunup River,WA
6280,-33.728945,115.302732,Kealy,WA
6280,-33.728945,115.302732,Sabina River,WA
6280,-33.728945,115.302732,Wonnerup,WA
6281,-33.610787,115.0768,Quedjinup,WA
6284,-33.857591,115.188682,Treeton,WA
6285,-33.941351,115.280972,Rosa Brook,WA
6286,-34.061823,115.176529,Witchcliffe,WA
6288,-34.171024,115.233622,Warner Glen,WA
6302,-31.896269,116.742895,Badgin,WA
6302,-31.896269,116.742895,Flynn,WA
6302,-31.896269,116.742895,Mount Hardey,WA
6302,-31.896269,116.742895,Talbot West,WA
6304,-32.176607,116.76028,Kokeby,WA
6306,-32.296524,117.140629,Kweda,WA
6308,-32.579015,116.665242,Springs,WA
6311,-32.803533,117.120895,Commodine,WA
6311,-32.803533,117.120895,Yornaning,WA
6312,-32.979123,117.306862,Nomans Lake,WA
6315,-33.286272,117.342795,Collanilling,WA
6315,-33.286272,117.342795,Wagin,WA
6316,-33.532315,117.384564,Woodanilling,WA
6317,-33.647362,117.738912,Ewlyamartup,WA
6317,-33.647362,117.738912,South Glencoe,WA
6320,-34.096397,117.717905,Dartnall,WA
6323,-34.486238,117.62552,Kendenup,WA
6324,-34.618289,117.781468,Takalarup,WA
6328,-34.919086,118.462801,Gnowellen,WA
6330,-34.905438,117.863286,Albany,WA
6330,-34.905438,117.863286,Cuthbert,WA
6330,-34.905438,117.863286,Green Valley,WA
6330,-34.905438,117.863286,Lower King,WA
6330,-34.905438,117.863286,Mira Mar,WA
6330,-34.905438,117.863286,Orana,WA
6330,-34.905438,117.863286,Torndirrup,WA
6330,-34.905438,117.863286,Youngs Siding,WA
6333,-34.902512,117.158861,Hazelvale,WA
6333,-34.902512,117.158861,Ocean Beach,WA
6333,-34.902512,117.158861,William Bay,WA
6336,-33.928235,118.596801,Mindarabin,WA
6337,-33.990448,119.237195,Jerramungup,WA
6338,-34.362864,118.657118,Monjebup,WA
6346,-33.319068,120.349013,Jerdacuttup,WA
6350,-33.281233,117.783872,Nippering,WA
6353,-33.131383,118.510341,Beenong,WA
6353,-33.131383,118.510341,North Lake Grace,WA
6355,-33.032688,119.098339,Lake Camm,WA
6356,-32.88527809,120.1323996,Hatter Hill,WA
6359,-32.66654931,119.1284213,Little Italy,WA
6365,-32.723142,118.288784,Kulin,WA
6369,-32.023679,118.806453,Narembeen,WA
6370,-32.80605,117.626013,Malyalling,WA
6375,-32.286284,117.879836,Bilbarin,WA
6383,-31.89343546,117.3302057,Cubbine,WA
6383,-31.951084,117.406271,South Caroling,WA
6390,-32.805438,116.413369,Bannister,WA
6390,-32.805438,116.413369,North Bannister,WA
6391,-33.0633,116.773204,Hillman River,WA
6392,-33.2326994,116.7708935,Dardadine,WA
6394,-33.83319,116.972036,Beaufort River,WA
6394,-33.83319,116.972036,Qualeup,WA
6396,-34.372016,117.096189,Frankland,WA
6401,-31.640292,116.681727,Burlong,WA
6401,-31.640292,116.681727,Meenaar,WA
6401,-31.640292,116.681727,Southern Brook,WA
6405,-31.605825,117.020194,Quelagetting,WA
6407,-31.651142,117.222062,Youndegin,WA
6410,-31.579991,117.679993,Daadenning Creek,WA
6412,-31.601076,117.979823,North Baandee,WA
6415,-31.481223,118.289983,Norpa,WA
6421,-31.327544,118.524208,Burracoppin,WA
6423,-30.9942351,118.7279387,Warrachuppin,WA
6426,-30.361305,119.311267,Corinthia,WA
6426,-30.361305,119.311267,Mount Palmer,WA
6427,-30.850566,119.540903,Koolyanobbing,WA
6429,-30.949795,120.898892,Mount Burges,WA
6430,-30.599071,121.446478,Karlkurla,WA
6430,-30.599071,121.446478,West Lamington,WA
6431,-30.40364,122.683881,Feysville,WA
6431,-30.40364,122.683881,Trafalgar,WA
6433,-30.724,121.454,Hannans Po,WA
6434,-30.820157,125.672818,Rawlinna,WA
6438,-28.900034,121.092655,Lake Darlot,WA
6440,-26.168944,125.733157,Laverton,WA
6443,-32.39502,123.744186,Cocklebiddy,WA
6443,-32.39502,123.744186,Norseman,WA
6447,-33.451323,121.732214,Scaddan,WA
6450,-33.401152,122.211127,Cascade,WA
6450,-33.401152,122.211127,Esperance,WA
6450,-33.401152,122.211127,Nulsen,WA
6452,-32.91833,122.895,Israelite Bay,WA
6461,-31.140717,117.083327,Koomberkine,WA
6467,-30.561306,117.153374,Burakin,WA
6472,-30.261439,117.789878,Cleary,WA
6475,-30.613981,117.440487,Badgerin Rock,WA
6476,-30.764934,117.679166,Gabbin,WA
6479,-30.748419,118.448501,Karloning,WA
6484,-30.960681,119.078912,Bullfinch,WA
6485,-31.184717,117.381055,Wyalkatchem,WA
6489,-31.12327,117.945624,Kununoppin,WA
6490,-31.161835,118.107061,Nungarin,WA
6503,-31.237406,115.82111,Boonanarring,WA
6503,-31.237406,115.82111,Granville,WA
6503,-31.237406,115.82111,Orange Springs,WA
6507,-30.72155,115.718713,Cataby,WA
6509,-30.912266,116.252618,New Norcia,WA
6510,-30.701145,116.090272,Moora,WA
6514,-30.027371,115.087155,Green Head,WA
6517,-29.740667,115.839422,Carnamah,WA
6519,-29.514304,115.597715,Kadathinni,WA
6521,-30.348514,115.640925,Nambung,WA
6522,-29.139369,115.485567,Mount Budd,WA
6525,-29.327323,115.098073,Bookara,WA
6525,-29.327323,115.098073,Springfield,WA
6530,-28.802491,114.862505,Bluff Point,WA
6530,-28.802491,114.862505,Moresby,WA
6530,-28.802491,114.862505,Tarcoola Beach,WA
6530,-28.802491,114.862505,Woorree,WA
6532,-28.440886,115.004595,Buller,WA
6532,-28.440886,115.004595,Deepdale,WA
6532,-28.440886,115.004595,Ellendale,WA
6532,-28.440886,115.004595,Hamelin Pool,WA
6532,-28.440886,115.004595,Moonyoonooka,WA
6532,-28.440886,115.004595,Nerren Nerren,WA
6532,-28.440886,115.004595,Sandsprings,WA
6532,-28.440886,115.004595,West Binnu,WA
6535,-27.832196,114.852437,Bowes,WA
6535,-27.832196,114.852437,Sandy Gully,WA
6537,-25.79287911,113.0535618,Dirk Hartog Island,WA
6556,-31.860591,116.310249,Chidlow,WA
6562,-31.746189,116.473434,Copley,WA
6566,-31.484853,116.38064,Dumbarton,WA
6567,-31.459208,116.419958,Moondyne,WA
6571,-30.940448,116.396621,Yerecoin,WA
6603,-30.874243,116.725982,Lake Ninan,WA
6606,-30.614263,116.829163,West Ballidu,WA
6612,-29.545139,117.835179,Jibberding,WA
6620,-29.62372971,116.6013512,Bunjil,WA
6623,-29.021683,116.120459,Morawa,WA
6630,-27.569679,115.72384,Murchison,WA
6632,-28.619887,115.338356,Ambania,WA
6638,-28.612449,118.157573,Paynesville,WA
6642,-25.639378,118.554936,Angelo River,WA
6646,-25.912724,121.214907,Little Sandy Desert,WA
6701,-24.734545,115.15198,Carnarvon,WA
6701,-24.734545,115.15198,Kennedy Range,WA
6701,-24.734545,115.15198,Morgantown,WA
6701,-24.734545,115.15198,Wooramel,WA
6707,-22.265028,113.954791,Cape Range National Park,WA
6710,-22.133456,115.448968,Peedamulla,WA
6714,-21.145063,116.349933,Antonymyre,WA
6714,-21.145063,116.349933,Gap Ridge,WA
